NAME,COMPANY_PROFILE,LOCATION,ADDRESS,ESTABLISHMENT_TIME,WEBSITE,CONTACT_NAME,EMAIL
Mantoria Inc.,"Through our 8 locations across Canada, Mantoria offers a complete solution for the following logistics, warehousing, and fulfillment services:
-	DAP / DDU / DDP services 
-	AOG / spare parts 
-	Time critical 
-	Supply chain consulting and optimization 
-	Trucking throughout North America 
-	Funds collection and protected 
-	In-house customs brokerage for any port of entry in Canada
-	Project cargo and OOG specialists 
-	Warehousing and distribution 
-	Ecommerce fulfillment, pick & pack services
-	Local and final mile deliveries across Canada
-	FBA prep services to all Amazon DCs across Canada as approved Amazon carrier
-	Over 800,000 sq. ft of warehouse space throughout Canada by end of 2023
-	Local and final mile deliveries
Our industry-leading service is our pride, our response time very quick, and our rates competitive. 
We welcome any qualified sales leads to develop to grow our mutual businesses.
Please contact us anytime with any opportunities involving Canada - we are here to assist you 24/7.","Montreal, Canada","4492 Rue Sainte-Catherine Ouest, Westmount, Quebec H3Z 1R7, Canada",2007,www.mantoria.com,Florent Bojarski,info@mantoria.com
"GUANG DONG SKYOCEAN LOGISTICS CO.,LTD","Guang Dong Skyocean Logistics Co., Ltd. is a first-class international air freight forwarding enterprise approved by the General Administration of Civil Aviation of China with a registered paid-in capital of 10 million yuan. It is also a recognized and certified first-class air freight forwarding sales agent. We are the sole agent of Shandong Airlines (Kunming to Deli) as well as other major airlines’ BSA and package sales agent. We are the main agent of CZ, ET, CX, EK, SG, EY, QR, 6E, AI, and 3U. We have offices and self-run warehouses in India, Bangladesh, United Arab Emirates, and Iraq. China - New Delhi Airport (35t/day fixed space), China - Mumbai Airport (15t/day fixed space), and Chennai, Bangalore, Kolkata. Our monthly air freight volume is more than 2500t.","Guangzhou, China","Room 3911-3913,39 Floor,Building B,China Shine    Plaza Lin He Xi Street No.9,Tian He District,Guangzhou",2017,www.skyoceanair.com,wilson,wilson.liang@skyocean-logistics.com
DELTA TRANSPORTNI SISTEM - D.T.S.DOO,"Company Delta Transportni Sistem (DTS) is a specialized provider of logistic services with offices in Serbia, Montenegro, Bosnia & Herzegovina and Slovenia.
Since its establishment in 2008, the aim has been to increase the quality of services in the field of logistics with continued innovations and respecting the principle that every client is entitled to a specific business model.
Realizing the need for the expansion in the region, in 2016 representative offices in Montenegro (Podgorica) and Bosnia and Herzegovina (Banja Luka and Sarajevo) were opened along with an office in Slovenia (Ljubljana) in 2021.
DTS is not just about transportation, but about a whole range of logistic services integrated in clients’ regular business activities. Logistics-wise, DTS ensures that everything functions accurately so that our clients may carry on with what they know best – their core business operations.
With the largest fleet in Serbia, consisting of vehicles with different carrying capacities, adjusted to transportation of goods under different temperature regimes, DTS offers: solutions to all logistics processes, project organization, etc.
Our experts develop optimized individual logistic solutions and thus provide prompt and reliable services that meet client requirements.","Belgrade, Serbia","Zorza Klemansoa 37, Beograd, Republic of Serbia  Serbia",2008,www.dts.rs,Ana Pajic,ana.pajic@dts.rs
Comodality Spain SL,"We are the official agent of Landstar in Sapin. Landstar System, Inc. is a worldwide, asset-light provider of integrated transportation management solutions delivering safe, specialized transportation services to a broad range of customers utilizing a network of agents, third-party capacity providers and employees. Landstar transportation services companies are certified to ISO 9001:2015 quality management system standards and RC14001:2015 environmental, health, safety and security management system standards. Landstar System, Inc. is headquartered in Jacksonville, Florida. Its common stock trades on The NASDAQ Stock Market under the symbol LSTR.","Barcelona, Spain","Dba – Barcelona Branch, C/ NUMANCIA 185 , 2* 2* 08034,Barcelona, Spain",2020,https://www.comodalitygroup.com,Joan Lanchas,joan.lanchas@co-modality.com
COMODALITY POLAND SP Z O O,"We are the official agent of Landstar in Poland. Landstar System, Inc. is a worldwide, asset-light provider of integrated transportation management solutions delivering safe, specialized transportation services to a broad range of customers utilizing a network of agents, third-party capacity providers and employees. Landstar transportation services companies are certified to ISO 9001:2015 quality management system standards and RC14001:2015 environmental, health, safety and security management system standards. Landstar System, Inc. is headquartered in Jacksonville, Florida. Its common stock trades on The NASDAQ Stock Market under the symbol LSTR.","Warszawa, Poland",Cybernetyki 10 PL-02-677 Warszawa Poland,2020,https://www.comodalitygroup.com,Tomasz Majewski,Tomasz.majewski@landstarmail.com
Comodality Czech s.r.o.,"We are the official agent of Landstar in Czech. Landstar System, Inc. is a worldwide, asset-light provider of integrated transportation management solutions delivering safe, specialized transportation services to a broad range of customers utilizing a network of agents, third-party capacity providers and employees. Landstar transportation services companies are certified to ISO 9001:2015 quality management system standards and RC14001:2015 environmental, health, safety and security management system standards. Landstar System, Inc. is headquartered in Jacksonville, Florida. Its common stock trades on The NASDAQ Stock Market under the symbol LSTR.","Prague, Czech Republic",Hvezdova 1716/2b 140 00 Prague 4 Czech Republic,2019,https://www.comodalitygroup.com,Jan Pacholik,jan.pacholik@co-modality.com
ALPHA FREIGHT FORWARDER,"Alpha Freight Forwarder S.A. de C.V. was founded in the city of Monterrey in 2015, we are a provider of international logistics solutions, which over the years we have been responsible for improving the supply chain of our customers, reducing costs through the implementation of customized logistics strategies tailored to the needs of our customers. Backed by years of experience, we maximize customer resources by providing comprehensive advice to prevent any type of risk in their shipments, handled by experts in international and domestic logistics that guarantee security, accuracy and commitment in delivery times. We have presence in the main international trade points of the country, allowing us to be a leading company in innovation of integral logistics services in Mexico.","Monterrey, Mexico","KDS Brit, Av. Eugenio Garza Sada 3820-Torre 8, Contry, 64860 Monterrey, N.L., Mexico",2015,https://alphaexpress.com.mx/index.php,Sarai Garza,sarai@alphaexpress.com.mx
ALBATRANS LOJISTIK ANONIM SIRKETI,"Albatrans Logistics Inc. is a registered Turkish based company established just before the new millennium in 1999, the company engaged into the business of logistics in our core AIR & OCEAN business. We are committed to providing exceptional customer service 24 hours 7 days a week with over 25 years of expertise and as a major participant 
The company is fully IATA licensed freight forwarder and bonded consolidator. Customer service is at the heart of all we do. We believe that working with Albatrans adds real value to our clients' businesses, and that our creative solutions guarantee higher quality services with increased profit. We work across all sectors including Electronics, Hi-Tech, Pharmaceuticals, Retail, FMCG, Chemical, Machinery, Defence, Automotive, Textiles & Garment, Mine, Food Stuff, Agriculture and perishable with deep wealth of logistic experience and expertise, employing an excess of 60+ people only in Turkey. 
We can provide special value-added logistics services to customers. The company offers a wide range of logistics solutions serving with our dedicated staff and third party partners. We offer: 
- Full-container-load (FCL) and Less-than-container-load (LCL) Consolidation
- Time Critical Air Freight Services (7/24) 
- Dangerous Goods Transportation 
- Project Cargoes both in AIR and OCEAN 
- Multimodal Transportation by Air & Ocean 
- Refrigerated Services for perishable products
- Freight Insurance and packing options
- Dry or liquid bulk shipments 
- Fully Automated Documentation Service
- Door to Door delivery
Albatrans Logistics Inc. looks forward to serving the JCTRANS members. For more information, please contact us and or visit our constantly updated website http://www.albatrans.com.tr","Istanbul, Turkiye","ATATURK CD. EGS BUSINESS PARK B3 BLOK, K:10, NO: 335,336,342 YESILKOY BAKIRKOY ISTANBUL TURKIYE",1999,http://www.albatrans.com.tr,Ms. Zeynep Bekmezci,zeynep@albatrans.com.tr
"Trans-Power International Logistics Co.,Ltd","Trans-power International Logistics Co.,Ltd is a Class A licensed forwarding agent authorized by Ministry of Commerce of China.Established in 2005.Trans-power is an Fuzhou based international freight forwarder company.
 
 
With 10 years of precipitation,we have got:
2700Teus of cnf(cif) shipment per month,the most productive Freight Forwarder Company at Fuzhou,and our Xiamen branch is arising very quickly.
 160 personnel make joint efforts to serve our customers and has become the most valuable shipping agent of our customers.
20 shipping line and air line companies offers us the most competitive prices contract and guarantee the space.
 
We have joint WCA in 2013 adns established a long-term comprehensive and mature agents network all over the world.        
 
With the efficient service team and a great deal of handling experience,we can have mutual-benefit cooperation opportunity.","Fuzhou(Fujian), China","4 / F, Block A, Dingxin Creative Park, 59 Jinji Road, Jin 'an District, Fuzhou, Fujian",2005,https://www.tplcn.cn/,Dean,Dean@tplcn.cn
OMEGAir CARGO Sp. z o.o. (Malaszewicze),"OMEGAir CARGO is an air, sea , rail and road freight forwarder. Today we have around 500 satisfied customers and still grows rapidly day by day.
We handle both import and export shipments ranging from 1 kg up to several tons as well as ""belly cargo"" with whole aircraft solutions.
Our airport-located offices with fully equipped and proffesional staff are handling cargoes from all over the globe. We are especially experienced in shipments to and from Asia, North America and Europe. We oparate our own trucking team both in Poland and abroad for door deliveries and collection of your shipment directly from your company, house or warehous. Our offices and warehouses are located in the following airports in Poland: Warsaw (Okecie airport), Poznan (Lawica airport), Szczecin (Goleniow airport), besides we also have our selected and reliable partners at Krakow , Gdansk and Katowice airport who proffesionally handle our inbound and outbound shipments.","Malaszewicze, Poland","ul. Celna 1 21-540 Malaszewicze,Poland",2006,www.ocg.com,Hubert Jasinski,jctrans@ocg.com
Monava Trasporti Internazionali S.P.A.,"Monava spa” is Forwarding Agent since 1945. Our location, only 4 km away from “Malpensa International Airport”, guarantees a quick service for all import and export formalities with a simplified and qualified service in collaboration with main international airlines Companies.Consolidated goods in special dedicated units (PMC, PLA, MD, AKE)
Export and import clearance with pick-up and deliveries all over Italy
Direct shipments to/from the main international airports with goods collection throughout Italy.
We provide all the certifications necessary in order to work with the highest safety standard (safety declaration, controlled and protected areas inside our warehouses, qualified staff).
Security goods control with X-RAY machine mod. Fep-me-cargo as per new security IATA rules.We manage full containers, consolidations and break bulk to Australia, New Zealand, Middle and Far East.5.000 Sqm sheltered warehouse for goods warehousing and stocking;
Stock control facilities;
orders preparations and delivery throughout the Country;
Containers parking space on an area of 1.000 Sqm;
Bonded warehouses.","Milan, Italy","Viale Europa 57,Cardano al Campo–Varese,Italy",1948,www.monava.it,Davide Zanaschi,davide@monava.it
MACRO LOGISTICS & EXIM PVT LTD.,"With the long experience of more than 20 Years, the Founders of MACRO & it's TEAM can offer unmatched comprehensive services in the field of Freight forwarding.
""Macro Logistics & Exim Pvt. Ltd."" is an IATA approved cargo Agent. We are International Freight Forwarding company incorporated to facilitate modest Shipping Service crisscross the global both by Sea and Air. The company has vast experience in Air & Ocean Transporttation. We care our customers, thus, we simplify total logistic solution at single point of Contact. By and large, we are specialized in huge volume of Home Appliances of a world-class company, Automobile Parts, Chemicals etc. We simplify the handling of temperature controlled cargo right from the storage till delivery. We deliver the shipment to an isolated destination, where our competitors are trying to find logistic for the destination.
We pride Ourselves in being able to offer our clients competitive pricing. This is accomplished by using our power to negotiate volume programs with steamship lines and airlines.
Our Company strives to gain the respect and ongoing support of our customers by offering high quality and value added service while maintaining the highest ethical standards. Our Objective is to perform beyond the expectations of all our customers in everything we do.","Mumbai, India","Bldg No 06.Unit No.149/150,Udit Mittal Indl EstateAndheri-Kurla Road,Andheri East,Mumbai-400059 ,India",2009,www.macrologistics.co.in,overseas,overseas@macrologistics.co.in
"Longwind logistics Co. ,Ltd.","Founded in 2010, LONGWIND are growing into a professional logistics provider based in China. 
We now offer below services from all China ports:
FCL transport
Air transport
Customs clearance (general cargo or special cargo)
Break bulk cargo transport
Multimodal transport
Bonded logistics
Cross-trade handling
Rail service to CIS and EU.
and other tailor-made logistics service.
Please feel free to contact us.","Shenzhen, China","Room 801, Shenhua Commercial Building, 2018 Jiabin Road, Luohu District, Shenzhen, China",2010,www.longwindlogistics.com,Fernando Wu,fernando@longwindlogistics.com
"JTM Group (Join The Moment Transitarios, S.A. Porto)","Join The Moment Transitarios, S.A. was established with a fusion of knowledge, skills, professionalism, integrity, and recognized experience in the Iberian Peninsula market. We are driven by excellence in the services provided, offering both sophisticated and diversified freight and logistics solutions to our worldwide customers and partners.  Our will is always to perform ""Best in class"", thereby becoming a market leader and covering the whole network.Service ScopeWe provide 24/7 service availability to our customers and partners worldwide to accomplish their needs and demands; handled by our specially trained staff with full commitment and experience. We are specialized in airfreight and ocean freight, providing a full range of services. ""E-COMJTM Forwarding, being a Logistics Market Leader in Spain and Portugal have an inner mission and values always seeking to be one step forward. Considering that vision, we have already developed our e-Commerce Department. This project was born following the deep knowledge of our staff and taking advantage of our partnership with WCA that recently have launched the WCA eCommerce project.Regarding the difference types of e-Commerce we are mainly specialized and focus on the types B2B, B2C and C2B. Managing our action in the range and chart of WCA we have access to a platform designed specifically for e-Commerce logistics based on the most sophisticated IT solutions that allow us to work in a truly integrated worldwide global network.For JTM ""When there is a will, there is a way"". This is our moto, this our way of work, this is our vision, always seeking and challenging the future.Airfreight - Our airline partners are strategically chosen for their reliability, frequency, capacity, and performance of services to maintain credibility and consistency. We hold space allocations and GSA's flexibility and on-time performance as a key factor to our air cargo services with the main carriers. Sea freight - Our partnerships with the main shipping lines allow us to be very flexible, therefore providing an optimal balance between non-negotiable deadlines and usual slow moving traffic, to manage a diverse product with the best choice of carrier, transit times, and reliability. Customs Brokerage - The main goal of this business must be to move goods at the lowest possible cost while fully complying with customs requirements. JTM is a highly experienced and technically proficient service provider.","Porto, Portugal",Rua Antero de Quental sala 204,2011,http://www.jtmgc.com,Guilherme Roque,jctransopo@jtmsa.com
"JTM Group (Join The Moment Transitarios, S.A. Lisbon)","Join The Moment Transitarios, S.A. was established with a fusion of knowledge, skills, professionalism, integrity, and recognized experience in the Iberian Peninsula market. We are driven by excellence in the services provided, offering both sophisticated and diversified freight and logistics solutions to our worldwide customers and partners.  Our will is always to perform ""Best in class"", thereby becoming a market leader and covering the whole network.Service ScopeWe provide 24/7 service availability to our customers and partners worldwide to accomplish their needs and demands; handled by our specially trained staff with full commitment and experience. We are specialized in airfreight and ocean freight, providing a full range of services. ""E-COMJTM Forwarding, being a Logistics Market Leader in Spain and Portugal have an inner mission and values always seeking to be one step forward. Considering that vision, we have already developed our e-Commerce Department. This project was born following the deep knowledge of our staff and taking advantage of our partnership with WCA that recently have launched the WCA eCommerce project.Regarding the difference types of e-Commerce we are mainly specialized and focus on the types B2B, B2C and C2B. Managing our action in the range and chart of WCA we have access to a platform designed specifically for e-Commerce logistics based on the most sophisticated IT solutions that allow us to work in a truly integrated worldwide global network.For JTM ""When there is a will, there is a way"". This is our moto, this our way of work, this is our vision, always seeking and challenging the future.Airfreight - Our airline partners are strategically chosen for their reliability, frequency, capacity, and performance of services to maintain credibility and consistency. We hold space allocations and GSA's flexibility and on-time performance as a key factor to our air cargo services with the main carriers. Sea freight - Our partnerships with the main shipping lines allow us to be very flexible, therefore providing an optimal balance between non-negotiable deadlines and usual slow moving traffic, to manage a diverse product with the best choice of carrier, transit times, and reliability. Customs Brokerage - The main goal of this business must be to move goods at the lowest possible cost while fully complying with customs requirements. JTM is a highly experienced and technically proficient service provider.","Lisbon, Portugal","Urbanizacao Malvarosa, Av. da Mague, Nr. 2,Loja 2, 2615-043-LISBON PORTUGAL",2011,https://www.jtmgc.com,Cristina Lemos,jctranslis@jtmsa.com
"JTM Group (Join The Moment Forwarding, S.L. Madrid)","Join The Moment was established with a fusion of knowledge, skills, professionalism, integrity, and recognized experience in the Iberian Peninsula market. We are driven by excellence in the services provided, offering both sophisticated and diversified freight and logistics solutions to our worldwide customers and partners.  Our will is always to perform ""Best in class"", thereby becoming a market leader and covering the whole network.Service ScopeWe provide 24/7 service availability to our customers and partners worldwide to accomplish their needs and demands; handled by our specially trained staff with full commitment and experience. We are specialized in airfreight and ocean freight, providing a full range of services. ""E-COMJTM Forwarding, being a Logistics Market Leader in Spain and Portugal have an inner mission and values always seeking to be one step forward. Considering that vision, we have already developed our e-Commerce Department. This project was born following the deep knowledge of our staff and taking advantage of our partnership with WCA that recently have launched the WCA eCommerce project.Regarding the difference types of e-Commerce we are mainly specialized and focus on the types B2B, B2C and C2B. Managing our action in the range and chart of WCA we have access to a platform designed specifically for e-Commerce logistics based on the most sophisticated IT solutions that allow us to work in a truly integrated worldwide global network.For JTM ""When there is a will, there is a way"". This is our moto, this our way of work, this is our vision, always seeking and challenging the future.Airfreight - Our airline partners are strategically chosen for their reliability, frequency, capacity, and performance of services to maintain credibility and consistency. We hold space allocations and GSA's flexibility and on-time performance as a key factor to our air cargo services with the main carriers. Sea freight - Our partnerships with the main shipping lines allow us to be very flexible, therefore providing an optimal balance between non-negotiable deadlines and usual slow moving traffic, to manage a diverse product with the best choice of carrier, transit times, and reliability. Customs Brokerage - The main goal of this business must be to move goods at the lowest possible cost while fully complying with customs requirements. JTM is a highly experienced and technically proficient service provider.","Madrid, Spain",28042 MADRID,2011,http://www.jtmgc.com,Ricardo Mendes,rmendes@jtmsa.com
"JTM Group (Join The Moment Forwarding, Corp Miami)",CHECKING LATER....................................................................................,"Miami, United States","2792 NW 24TH Street, Suite #2, Miami, FL 33142, United States of America",2015,http://www.jtmgc.com,Michael Thybo,jctransmia@jtmsa.com
Global Logistics Agencies Poland Sp z o.o.,"Global Logistics Agencies:
One Group - Comprehensive Supply Chain - All Modes of Transport
1. Transport & Logistics:
 - Sea Freight
 - Air Freight
 - Rail Freight
 - Road Transport
 - Intermodal Solutions
2. Warehousing & Fulfillment:
 - Three strategic warehouses across Poland
 - Contract Logistics
 - Fulfillment Services
 - E-Commerce Solutions
 - Co-Packing
 - Customs Warehouse & Temporary Storage Facilities
3. Customs Clearance

4. Project Cargo

Driven by 5 Core Values:

 - Efficiency
 - Cost Optimization
 - Flexible Approach
 - Environmental Responsibility
 - Comprehensive Solutions

Choose Safe Growth. By offering complete supply chain management, we enable you to focus on your core business. We guarantee an innovative and collaborative approach, constantly implementing advancements that support your business success.","Gdynia, Poland",Skwer Kosciuszki 15/20 81-370 Gdynia Poland,2020,https://www.logisticsagencies.com/,Janusz Witanowski,jwitanowski@logisticsagencies.com
Charles Kendall Freight,"Charles Kendall Freight is a highly experienced freight forwarder at the heart of our Group's end-to-end supply chain management service. Recognized for expertise, experience, reliability and exacting standards, we work with clients worldwide to develop tailored supply chain solutions from procurement to delivery by air, ocean and road. 

Genuinely global, we have a worldwide network of like-minded independent partners. We have locations across the UK and Europe, and UAE, Bahrain and Oman.  

We provide Air, Sea (LCL & FCL), Road & Rail, Amazon FBA Specialty Services, Customs Clearance Compliance with all Customs and Vat Services for Air and Ocean, Product Logistics, Event Logistics, 3PL Fulfilment Services, Specialist Aviation and Aerospace, Compliance & Consultancy, Project Cargo Forwarding, Charter and Full Freight Forwarding.

Our reach is directed at all global business. Charles Kendall is a human name on a global scale.","Feltham, United Kingdom",Spur Road,1945,https://www.charleskendall.com/,Greg Parker,gparker@charleskendall.comIMPORTCARGO MEXICO SA DE CV
"ISA Nordic Oy (Helsinki, Finland)","In 1972, Inter-Scan Sea & Air was founded in Copenhagen, Denmark and officially registered as an IATA agent. Since then, we have grown to include offices throughout Scandinavia providing a complete Nordic set-up to service our partners best possible.Nowadays, we service our partners all over the world through our global network of local partners expanding our reach to even the most secluded parts of the world.","Helsinki, Finland",Karhumaentie 3 01530 Vantaa Finland,2021,www.isanordic.com,Jarmo Seppala,jse@isanordic.com
GATEWAY CARGO SYSTEMS GMBH,"Gateway Cargo Systems GmbH was founded in 1988 and on January 1, 1989 was entered in the commercial register in Hamburg as HRB41455.The four elements of our daily work are air, water, road, and rail. Whether sewing needles or an entire needle factory: We passionately look for the best solution to meet your needs. You benefit from our participating interest in two container freight stations in Hamburg and Bremen. You benefit from our close partnership with all the leading maritime shipping companies, airlines, and NVOCCs.- AIRFREIGHT EXPORT & IMPORTOur many years of experience and our particular portfoliomake air freight not only fast and punctual, but also flexible and reliable.- OCEANFREIGHT EXPORT & IMPORTThanks to our good performance in all areas of ocean freight, we can offer you an outstandingprice/performance ratio.- LOGISTICSWith our professional logistics, the supply chain and transport services function precisely and smoothly, all around the world.- TRUCKING  Thanks to our reliable partners, with the best geographic knowledge, we offer you extraordinarily fast delivery times within Europe.- RAILWAY EXPORT & IMPORTWith our longstanding partners, we offer safe and reliable transport to the desired destination for a wide variety of cargoes.- SPECIAL SERVICESWith our comprehensive additional services, we also offer individualized transport solutions at good terms and conditions.","Kelsterbach, Germany",Langer Kornweg 34 D; 65451 Kelsterbach (Frankfurt),2018,www.gatewaycargo.de,Marcus Beutel,mbeutel@gatewaycargo.de
ISA Nordic Cph A/S,"In 1972, Inter-Scan Sea & Air was founded in Copenhagen, Denmark and officially registered as an IATA agent. Since then, we have grown to include offices throughout Scandinavia providing a complete Nordic set-up to service our partners best possible. Nowadays, we service our partners all over the world through our global network of local partners expanding our reach to even the most secluded parts of the world.","Copenhagen, Denmark",DK-2770 Kastrup - Copenhagen Airport,2001,www.isanordic.com,Thomas Vadum,tva@isanordic.com
ISA Nordic AS,"In 1972, Inter-Scan Sea & Air was founded in Copenhagen, Denmark and officially registered as an IATA agent. Since then, we have grown to include offices throughout Scandinavia providing a complete Nordic set-up to service our partners best possible.Nowadays, we service our partners all over the world through our global network of local partners expanding our reach to even the most secluded parts of the world.","Oslo, Norway","Gladengveien 3B, NO-0661 Oslo",2017,www.isanordic.com,Christin Dahl,sales.no@isanordic.com
COMODALITY LIMITED,"We are the official agent of Landstar in UK. Landstar System, Inc. is a worldwide, asset-light provider of integrated transportation management solutions delivering safe, specialized transportation services to a broad range of customers utilizing a network of agents, third-party capacity providers and employees. Landstar transportation services companies are certified to ISO 9001:2015 quality management system standards and RC14001:2015 environmental, health, safety and security management system standards. Landstar System, Inc. is headquartered in Jacksonville, Florida. Its common stock trades on The NASDAQ Stock Market under the symbol LSTR.","London, United Kingdom","3 More London Riverside London, Greater London SE1 2RE United Kingdom",2020,https://www.comodalitygroup.com,James Humphreys,james.humphreys@co-modality.com
ISA Nordic Aar ApS,"In 1972, ISA Nordic (formerly known as; Inter-Scan Sea & Air) was founded in Copenhagen, Denmark and officially registered as an IATA agent. Since then, we have grown to include offices throughout Scandinavia providing a complete Nordic set-up to service our partners best possible. Nowadays, we service our partners all over the world through our global network of local partners expanding our reach to even the most secluded parts of the world.","Aarhus, Denmark","Kirstinehoj 8
Dk-2770 Kastrup 
Copenhagen
Denmark",2016,www.isanordic.com,Carsten Asp,casp@isa.dk
ALLCARGO LOGISTIC SERVICES LTD,"ALLCARGO LOGISTICS SERVICES LTD  is a well-established and highly regarded Israeli freight forwarder and customs brokerage company with a strong track record of success since 2000. 
We provide a comprehensive range of logistics solutions, including air and ocean freight, import and export services, cross-trade shipments, customs clearance, LCL and air freight consolidation, dangerous goods handling, as well as warehousing and distribution services. We are also a leading provider of PROJECT cargo solutions.
ALLCARGO LOGISTICS SERVICES LTD  specializes in delivering end-to-end logistics solutions for businesses operating globally. We prioritize timely and efficient delivery of goods, ensuring your shipments reach their destination on schedule. Our expertise in handling delicate and time-sensitive cargo, combined with our extensive network of global partners, makes us a reliable and trusted partner for businesses seeking to optimize their supply chains.","Tel Aviv, Israel","HaSharon 3 Street, Airport city , 70100 Tel Aviv, Israel VAT 513040931",2000,https://en.allcargo.co.il/,Leonid Kuris,Leonid.kuris@allcargo.co.il
"Inter Nordic Transport AB (Stockholm, Sweden)","In 1972, Inter-Scan Sea & Air was founded in Copenhagen, Denmark and officially registered as an IATA agent. Since then, we have grown to include offices throughout Scandinavia providing a complete Nordic set-up to service our partners best possible.Nowadays, we service our partners all over the world through our global network of local partners expanding our reach to even the most secluded parts of the world.","Stockholm, Sweden","ornvagen 17A, SE-195 60 Stockholm-Arlanda",2016,www.isanordic.com,Malin Robertsson,mro@intnordic.com
TRANSALBA ULUSLARARASI NAKLIYAT VE DIS TICARET LIMITED SIRKETI,"Transalba Int Transport & Foreign Trade company is one of ALBA GROUP COMPANIES as Albatrans Logistics Inc.  
Company is a registered Turkish based company established begining of 2007. Specialized ocean FCL, LCL, LTL and project cargoes of ALBA GROUP COMPANIES
We are committed to providing exceptional customer service 24 hours 7 days a week with over 25 years of expertise and as a major participant.
The company is fully IATA & FIATA licensed freight forwarder and bonded consolidator. We believe that working with Albatrans adds real value to our clients' businesses, and that our creative solutions guarantee higher quality services with increased profit. 
We can provide special value-added logistics services to customers. The company offers a wide range of logistics solutions serving with our dedicated staff and third party partners. We offer: 
- Full-container-load (FCL) and Less-than-container-load (LCL) Consolidation
- Time Critical Air Freight Services (7/24) 
- Dangerous Goods Transportation 
- Project Cargoes both in AIR and OCEAN 
- Multimodal Transportation by Air & Ocean 
- Refrigerated Services for perishable products
- Freight Insurance and packing options
- Dry or liquid bulk shipments 
- Fully Automated Documentation Service
- Door to Door delivery
Transalba Int Transport & Foreigng Trade Co. & Albatrans Logistics Inc. looks forward to serving the JCTRANS members. For more information, please contact us and or visit our constantly updated website http://www.albatrans.com.tr  & http://www.transalba.com.tr","Istanbul, Turkiye","ATATURK CD. EGS BUSINESS PARK B3 BLOK, K:10, NO:335,336,342 YESILKOY BAKIRKOY ISTANBUL TURKIYE",2007,www.transalba.com.tr,OCEAN FREIGHT,sea@albatrans.com.tr
"Inter Nordic Transport AB (Malmoe, Sweden)","In 1972, Inter-Scan Sea & Air was founded in Copenhagen, Denmark and officially registered as an IATA agent. Since then, we have grown to include offices throughout Scandinavia providing a complete Nordic set-up to service our partners best possible.Nowadays, we service our partners all over the world through our global network of local partners expanding our reach to even the most secluded parts of the world.","Malmo, Sweden",SE-212 35 Malmo,2016,www.isanordic.com,Fredrik Boberg,Pricing.se@intnordic.com
TPG EXPRESS d.o.o.,"TPG Express d.o.o. (Formerly known as Express Global d.o.o. / T.P.G. Logistika d.o.o.) Slovenia is part of Fratelli Cosulich corporation. Express Slovenia have over 75 employees offering FCL/LCL/WHS/Trucking/3PL/CHB services. Major services: • Own LCL groupage service to Israel (2 departures per week, 8 days direct call) • Own LCL groupage service to Cyprus (7 days direct call) • Own LCL groupage service to Singapore with further connections to China, Australia, India, Korea, Japan, South East Asia countries, Pakistan, etc. • Own LCL groupage service from Shanghai, Ningbo, Hong Kong, Qingdao and Singapore to Koper with connection to Central and Eastern Europe market • FCL with collections and deliveries in central and eastern Europe with over 65.000,00 TEU handled yearly • WHS and distribution across central EU (Customs bonded WHS) • Cross docking operations • REEF shipments (frozen and chilled cargo)–temp controlled WHS • Project cargo and break bulk cargo • Shipments of cars in containers and on RO-RO vessels • Airfreight shipments We are highly focused on operation excellence providing best in class service level on our markets.","Koper, Slovenia","Ferrarska 30, 6000,Koper,Slovenia",2009,https://tpg-express.com/,Mr. Adriano Fucak,adriano.fucak@tpg-express.com
"Inter Nordic Transport AB (Gothenburg, Sweden)","In 1972, Inter-Scan Sea & Air was founded in Copenhagen, Denmark and officially registered as an IATA agent. Since then, we have grown to include offices throughout Scandinavia providing a complete Nordic set-up to service our partners best possible.Nowadays, we service our partners all over the world through our global network of local partners expanding our reach to even the most secluded parts of the world.","Gothenburg, Sweden","Aminogatan 34, SE-461 53 Molndal",2007,www.isanordic.com,Ernst Fredrik Boberg,fbo@intnordic.com
TPG EXPRESS d.o.o.,"Express d.o.o. in Croatia was established in 2016 as port forwarding company operating in one office on AGCT. In 2019 we moved our company HQ by opening a new office in Rijeka city center but also opening a new office in Zagreb.
Both offices in Rijeka are mainly focused on port operations, forwarding, customs clearances and ocean freight transport, both in import and export. On the other hand Zagreb office is strongly focused on sales and road freight.
With a team that has extensive experience in active forwarding, transport organization and customs procedures we can help you and your customers in every situation with advice or recommendation in any field necessary.
We enjoy our work, we love it and we are looking forward to possible cooperation and development of partnership based on mutual benefit, as forwarding is not a one way street.
Specialization:
Customs Clearance and port forwarding
Sea freight (FCL/LCL both in import and export)
Road Freight (FTL/LTL both in import and export)","Rijeka, Croatia","Pod Kastelom 9, Rijeka, Croatia",2016,www.tpg-express.com,Adriano Fucak,a.fucak@expressglobal.com
IMPORTCARGO MEXICO SA DE CV,"TRANSPORTATION, LOGISTICS SERVICES AND CUSTOM BROKERAGE","Leon, Mexico","AV CALZADA TEPEYAC 203 COL TEPEYAC  CO 37020 LEON GUANAJUATO, MEXICO",2007,www.importcargo.com.mx,Carlos Siordia,carlos.siordia@importcargo.com.mx
